Fecha,Categoría,Región,Cliente,Ventas,Cantidad,Descuento,Subcategoría
2038-01-06,Panadería,Sucursal Oeste,Mayorista,1212,48,15,Galletas
2035-02-28,Carnes,Sucursal Oeste,Corporativo,2935,40,5,Cerdo
2032-01-20,Alimentos,Sucursal Este,Cliente Frecuente,2966,49,10,Enlatados
2036-04-21,Limpieza,Sucursal Oeste,Corporativo,2475,25,10,Detergentes
2035-04-22,Bebidas,Sucursal Centro,Cliente Frecuente,2482,27,20,Té
2036-12-17,Carnes,Sucursal Este,Mayorista,163,43,5,Cerdo
2023-10-22,Carnes,Sucursal Centro,Corporativo,3039,35,15,Pollo
2030-05-24,Lácteos,Sucursal Oeste,Corporativo,4696,34,0,Yogurt
2033-01-31,Bebidas,Sucursal Centro,Cliente Ocasional,4222,18,10,Refrescos
2027-11-09,Alimentos,Sucursal Centro,Cliente Ocasional,596,24,20,Enlatados
2031-09-26,Carnes,Sucursal Sur,Corporativo,1573,1,5,Pollo
2022-02-17,Carnes,Sucursal Este,Cliente Ocasional,435,1,15,Pescado
2024-04-20,Panadería,Sucursal Sur,Mayorista,2255,18,20,Pasteles
2025-10-04,Limpieza,Sucursal Oeste,Cliente Ocasional,4517,27,0,Detergentes
2034-04-24,Carnes,Sucursal Sur,Cliente Ocasional,2143,48,15,Pollo
2027-04-11,Limpieza,Sucursal Centro,Cliente Frecuente,3825,47,10,Esponjas
2031-12-11,Limpieza,Sucursal Norte,Mayorista,2537,24,15,Desinfectantes
2024-04-24,Limpieza,Sucursal Sur,Mayorista,2662,28,10,Detergentes
2033-10-15,Limpieza,Sucursal Este,Cliente Ocasional,1048,49,5,Desinfectantes
2024-03-12,Lácteos,Sucursal Oeste,Mayorista,729,3,20,Leche
2037-10-19,Alimentos,Sucursal Norte,Cliente Frecuente,295,43,5,Enlatados
2033-10-11,Carnes,Sucursal Centro,Mayorista,2924,3,0,Cerdo
2035-08-11,Panadería,Sucursal Oeste,Corporativo,1519,31,0,Galletas
2028-01-04,Carnes,Sucursal Centro,Corporativo,2395,33,10,Pollo
2033-11-29,Lácteos,Sucursal Centro,Cliente Ocasional,2238,32,5,Leche
2022-09-08,Alimentos,Sucursal Centro,Corporativo,395,43,20,Frescos
2027-01-22,Panadería,Sucursal Centro,Corporativo,3737,35,20,Pasteles
2026-11-20,Bebidas,Sucursal Sur,Corporativo,1444,12,5,Té
2037-07-29,Lácteos,Sucursal Sur,Cliente Frecuente,1715,6,0,Quesos
2029-08-04,Alimentos,Sucursal Este,Cliente Frecuente,92,23,20,Enlatados
2026-12-20,Lácteos,Sucursal Este,Cliente Frecuente,1099,3,5,Yogurt
2022-04-10,Panadería,Sucursal Este,Cliente Ocasional,4899,38,5,Pan
2030-09-02,Bebidas,Sucursal Norte,Corporativo,2940,30,0,Jugos
2028-09-25,Limpieza,Sucursal Este,Corporativo,3214,22,15,Esponjas
2035-07-15,Alimentos,Sucursal Sur,Corporativo,2959,10,15,Congelados
2030-11-10,Panadería,Sucursal Oeste,Mayorista,4821,4,0,Pan
2030-07-29,Lácteos,Sucursal Este,Cliente Frecuente,1958,29,15,Yogurt
2022-07-02,Panadería,Sucursal Sur,Corporativo,1381,6,20,Pan
2031-02-20,Limpieza,Sucursal Centro,Mayorista,4283,10,0,Esponjas
2022-03-06,Panadería,Sucursal Norte,Cliente Ocasional,2881,31,0,Galletas
2032-01-05,Panadería,Sucursal Sur,Corporativo,2641,6,20,Pasteles
2031-04-18,Alimentos,Sucursal Norte,Mayorista,3810,42,0,Enlatados
2032-08-18,Limpieza,Sucursal Sur,Cliente Frecuente,2342,24,0,Detergentes
2032-05-22,Bebidas,Sucursal Oeste,Corporativo,543,36,5,Jugos
2028-05-25,Lácteos,Sucursal Centro,Mayorista,2917,20,20,Leche
2034-04-13,Carnes,Sucursal Centro,Cliente Frecuente,482,36,5,Cerdo
2028-05-18,Panadería,Sucursal Sur,Corporativo,4094,10,5,Galletas
2034-03-20,Bebidas,Sucursal Sur,Mayorista,1901,48,5,Café
2037-09-24,Panadería,Sucursal Sur,Cliente Ocasional,574,5,10,Pasteles
2028-01-28,Alimentos,Sucursal Sur,Cliente Frecuente,1091,18,5,Frescos
2024-08-05,Carnes,Sucursal Este,Cliente Ocasional,3206,22,5,Res
2037-06-26,Bebidas,Sucursal Oeste,Corporativo,65,24,5,Té
2036-06-25,Panadería,Sucursal Centro,Cliente Ocasional,2904,48,15,Pan
2034-05-31,Limpieza,Sucursal Sur,Corporativo,4975,32,15,Detergentes
2022-03-18,Panadería,Sucursal Este,Cliente Ocasional,3011,23,15,Pan
2027-10-31,Alimentos,Sucursal Oeste,Cliente Frecuente,2858,39,10,Frescos
2033-08-23,Alimentos,Sucursal Sur,Mayorista,489,39,5,Congelados
2024-03-07,Carnes,Sucursal Sur,Cliente Ocasional,4149,36,15,Res
2029-02-13,Alimentos,Sucursal Norte,Cliente Ocasional,2227,6,0,Enlatados
2022-07-01,Bebidas,Sucursal Norte,Mayorista,944,38,5,Té
2024-12-06,Alimentos,Sucursal Oeste,Corporativo,4439,5,10,Congelados
2029-03-12,Limpieza,Sucursal Norte,Mayorista,4876,32,0,Desinfectantes
2036-11-12,Alimentos,Sucursal Centro,Mayorista,3298,38,15,Enlatados
2034-05-21,Lácteos,Sucursal Sur,Cliente Frecuente,4529,21,15,Leche
2031-08-21,Panadería,Sucursal Este,Cliente Frecuente,1246,26,20,Pasteles
2024-01-21,Carnes,Sucursal Norte,Corporativo,2307,6,10,Cerdo
2035-06-19,Carnes,Sucursal Sur,Corporativo,918,17,5,Pollo
2032-06-02,Limpieza,Sucursal Oeste,Cliente Ocasional,2536,20,0,Detergentes
2026-03-27,Bebidas,Sucursal Sur,Cliente Ocasional,1443,46,15,Jugos
2029-01-04,Panadería,Sucursal Norte,Cliente Frecuente,2281,40,10,Pan
2027-03-24,Carnes,Sucursal Oeste,Corporativo,412,34,20,Pescado
2024-02-04,Carnes,Sucursal Centro,Corporativo,1833,26,10,Pescado
2037-11-24,Limpieza,Sucursal Oeste,Cliente Ocasional,332,14,5,Detergentes
2032-01-24,Panadería,Sucursal Centro,Cliente Ocasional,1990,30,10,Galletas
2036-03-19,Limpieza,Sucursal Norte,Mayorista,4596,15,20,Detergentes
2035-07-27,Bebidas,Sucursal Centro,Cliente Ocasional,1395,14,5,Café
2030-03-16,Bebidas,Sucursal Este,Cliente Ocasional,1733,37,0,Refrescos
2035-03-31,Panadería,Sucursal Oeste,Mayorista,231,19,20,Pan
2026-12-12,Alimentos,Sucursal Este,Corporativo,3481,31,5,Frescos
2024-01-18,Lácteos,Sucursal Norte,Cliente Ocasional,2299,30,0,Yogurt
2026-11-26,Panadería,Sucursal Norte,Cliente Ocasional,1259,10,15,Galletas
2033-02-09,Alimentos,Sucursal Norte,Corporativo,1934,4,10,Enlatados
2022-02-08,Carnes,Sucursal Norte,Cliente Ocasional,586,6,0,Pescado
2024-12-11,Carnes,Sucursal Centro,Cliente Frecuente,3532,41,5,Res
2030-07-16,Limpieza,Sucursal Este,Cliente Frecuente,923,32,5,Esponjas
2033-01-19,Bebidas,Sucursal Norte,Cliente Ocasional,4762,28,20,Café
2026-05-22,Alimentos,Sucursal Centro,Corporativo,1057,49,5,Congelados
2037-07-12,Alimentos,Sucursal Norte,Mayorista,2785,34,10,Frescos
2035-03-06,Alimentos,Sucursal Norte,Corporativo,3592,5,10,Congelados
2031-04-10,Carnes,Sucursal Este,Cliente Frecuente,4516,17,10,Res
2026-05-16,Bebidas,Sucursal Oeste,Mayorista,2013,16,10,Jugos
2037-12-29,Bebidas,Sucursal Centro,Mayorista,1047,9,10,Jugos
2024-03-07,Panadería,Sucursal Sur,Corporativo,2578,28,15,Galletas
2036-01-31,Carnes,Sucursal Sur,Cliente Frecuente,2633,46,20,Cerdo
2037-04-17,Limpieza,Sucursal Norte,Corporativo,3054,37,10,Detergentes
2024-05-21,Alimentos,Sucursal Centro,Mayorista,4200,47,10,Congelados
2028-09-29,Bebidas,Sucursal Este,Cliente Frecuente,2355,19,10,Refrescos
2031-04-04,Carnes,Sucursal Sur,Corporativo,3323,20,20,Res
2031-05-21,Carnes,Sucursal Centro,Cliente Ocasional,3683,42,5,Pollo
2037-06-24,Limpieza,Sucursal Sur,Cliente Frecuente,4788,14,20,Desinfectantes
2027-04-20,Lácteos,Sucursal Oeste,Cliente Frecuente,1627,4,10,Leche
2026-01-21,Alimentos,Sucursal Este,Corporativo,179,28,0,Enlatados
2035-05-24,Limpieza,Sucursal Sur,Mayorista,1089,17,10,Detergentes
2025-06-12,Limpieza,Sucursal Centro,Cliente Frecuente,2011,22,15,Esponjas
2026-10-02,Alimentos,Sucursal Este,Cliente Frecuente,916,5,15,Enlatados
2022-12-23,Bebidas,Sucursal Centro,Mayorista,3461,35,5,Té
2028-08-06,Lácteos,Sucursal Centro,Mayorista,4889,23,5,Yogurt
2036-11-01,Alimentos,Sucursal Norte,Mayorista,275,17,20,Congelados
2023-08-24,Bebidas,Sucursal Norte,Cliente Ocasional,2899,9,10,Café
2033-02-25,Lácteos,Sucursal Sur,Mayorista,3766,13,15,Quesos
2033-10-24,Lácteos,Sucursal Sur,Cliente Ocasional,3324,22,15,Quesos
2038-05-22,Carnes,Sucursal Sur,Cliente Ocasional,2391,44,20,Cerdo
2026-08-22,Bebidas,Sucursal Centro,Mayorista,4048,44,20,Té
2023-04-07,Bebidas,Sucursal Sur,Cliente Ocasional,487,32,20,Jugos
2027-11-17,Bebidas,Sucursal Centro,Cliente Ocasional,1549,5,15,Té
2034-03-25,Bebidas,Sucursal Oeste,Cliente Frecuente,4660,37,0,Refrescos
2035-12-22,Bebidas,Sucursal Sur,Cliente Frecuente,264,18,0,Té
2022-04-24,Carnes,Sucursal Sur,Corporativo,2831,47,15,Cerdo
2029-06-09,Panadería,Sucursal Oeste,Cliente Frecuente,4134,40,0,Pan
2034-04-22,Carnes,Sucursal Norte,Corporativo,1897,10,15,Pollo
2033-12-30,Bebidas,Sucursal Sur,Corporativo,796,14,5,Café
2035-05-09,Bebidas,Sucursal Este,Cliente Frecuente,3709,21,20,Jugos
2030-11-18,Bebidas,Sucursal Oeste,Corporativo,4699,47,5,Refrescos
2028-03-11,Limpieza,Sucursal Norte,Mayorista,4729,14,10,Desinfectantes
2036-01-14,Panadería,Sucursal Norte,Mayorista,165,14,5,Galletas
2028-01-17,Panadería,Sucursal Este,Corporativo,4902,14,5,Galletas
2033-02-21,Limpieza,Sucursal Oeste,Corporativo,4022,10,20,Detergentes
2025-11-09,Carnes,Sucursal Sur,Corporativo,4278,37,5,Cerdo
2031-09-26,Limpieza,Sucursal Oeste,Cliente Ocasional,3162,34,15,Desinfectantes
2035-12-24,Carnes,Sucursal Sur,Cliente Frecuente,2793,41,10,Pescado
2026-02-19,Carnes,Sucursal Norte,Corporativo,3576,26,5,Cerdo
2035-10-15,Lácteos,Sucursal Centro,Corporativo,3994,17,0,Quesos
2028-05-04,Limpieza,Sucursal Sur,Mayorista,780,43,0,Esponjas
2022-09-11,Bebidas,Sucursal Sur,Corporativo,207,21,20,Té
2026-08-30,Limpieza,Sucursal Este,Cliente Frecuente,587,26,10,Detergentes
2029-11-18,Alimentos,Sucursal Oeste,Corporativo,817,4,0,Frescos
2028-10-06,Limpieza,Sucursal Norte,Cliente Frecuente,1721,5,5,Detergentes
2022-01-24,Panadería,Sucursal Centro,Cliente Ocasional,3807,10,5,Pasteles
2029-05-03,Bebidas,Sucursal Centro,Mayorista,3298,34,15,Café
2026-12-01,Carnes,Sucursal Norte,Cliente Ocasional,472,11,20,Cerdo
2031-08-25,Lácteos,Sucursal Norte,Corporativo,2448,5,15,Yogurt
2026-08-31,Panadería,Sucursal Oeste,Cliente Ocasional,1099,3,0,Pasteles
2037-04-16,Lácteos,Sucursal Norte,Corporativo,2432,18,5,Leche
2032-01-23,Carnes,Sucursal Norte,Mayorista,2032,31,15,Res
2037-04-08,Bebidas,Sucursal Este,Cliente Ocasional,4009,14,0,Refrescos
2028-06-03,Limpieza,Sucursal Norte,Corporativo,420,11,15,Esponjas
2026-05-17,Lácteos,Sucursal Norte,Mayorista,1062,35,5,Yogurt
2034-03-12,Lácteos,Sucursal Norte,Corporativo,1372,31,20,Yogurt
2030-07-07,Carnes,Sucursal Este,Corporativo,3832,49,15,Cerdo
2033-02-12,Lácteos,Sucursal Oeste,Mayorista,1347,34,15,Yogurt
2027-04-08,Lácteos,Sucursal Centro,Cliente Frecuente,3991,2,15,Quesos
2028-03-07,Alimentos,Sucursal Oeste,Corporativo,3480,29,5,Congelados
2027-12-31,Limpieza,Sucursal Centro,Corporativo,1317,48,15,Detergentes
2028-03-16,Panadería,Sucursal Centro,Corporativo,3765,45,10,Pan
2031-01-12,Panadería,Sucursal Norte,Cliente Frecuente,879,49,0,Pasteles
2036-05-02,Alimentos,Sucursal Centro,Corporativo,1906,42,0,Congelados
2023-04-04,Bebidas,Sucursal Este,Cliente Frecuente,3485,8,10,Jugos
2033-04-24,Panadería,Sucursal Sur,Cliente Frecuente,1415,29,5,Galletas
2025-05-08,Limpieza,Sucursal Sur,Corporativo,3111,4,20,Detergentes
2033-02-11,Bebidas,Sucursal Sur,Corporativo,1845,14,15,Café
2027-10-06,Carnes,Sucursal Oeste,Cliente Ocasional,2412,17,0,Pescado
2033-11-04,Bebidas,Sucursal Norte,Cliente Frecuente,334,42,10,Té
2027-07-27,Limpieza,Sucursal Oeste,Cliente Frecuente,1931,4,15,Esponjas
2037-03-31,Lácteos,Sucursal Norte,Cliente Ocasional,1718,17,5,Quesos
2029-04-05,Carnes,Sucursal Sur,Corporativo,3820,28,5,Pescado
2035-05-01,Alimentos,Sucursal Este,Cliente Ocasional,1699,1,15,Frescos
2027-04-17,Bebidas,Sucursal Centro,Mayorista,4524,10,0,Refrescos
2035-07-04,Bebidas,Sucursal Oeste,Cliente Frecuente,4396,5,20,Café
2031-07-06,Limpieza,Sucursal Oeste,Mayorista,1522,12,5,Detergentes
2026-08-24,Bebidas,Sucursal Oeste,Cliente Frecuente,4403,4,10,Té
2025-05-02,Alimentos,Sucursal Oeste,Cliente Ocasional,3918,44,10,Congelados
2023-06-19,Panadería,Sucursal Centro,Corporativo,4590,12,10,Pan
2034-08-16,Limpieza,Sucursal Centro,Mayorista,89,7,10,Desinfectantes
2036-03-28,Bebidas,Sucursal Oeste,Corporativo,3844,23,0,Café
2030-11-04,Panadería,Sucursal Norte,Cliente Ocasional,1557,48,0,Pasteles
2037-03-29,Limpieza,Sucursal Sur,Mayorista,898,31,20,Esponjas
2035-11-13,Panadería,Sucursal Sur,Corporativo,2675,22,5,Pan
2034-02-12,Bebidas,Sucursal Oeste,Corporativo,4087,21,10,Refrescos
2038-04-27,Carnes,Sucursal Centro,Corporativo,119,9,15,Pollo
2028-01-15,Alimentos,Sucursal Este,Corporativo,3636,3,5,Frescos
2033-02-03,Alimentos,Sucursal Centro,Cliente Frecuente,291,35,10,Congelados
2025-06-23,Lácteos,Sucursal Sur,Mayorista,1198,29,10,Leche
2038-01-30,Panadería,Sucursal Oeste,Corporativo,2072,31,20,Galletas
2035-08-14,Panadería,Sucursal Norte,Mayorista,2683,45,15,Galletas
2029-09-05,Alimentos,Sucursal Oeste,Corporativo,509,33,15,Enlatados
2022-02-19,Alimentos,Sucursal Este,Cliente Frecuente,277,14,20,Enlatados
2028-09-29,Lácteos,Sucursal Sur,Cliente Ocasional,1230,2,10,Quesos
2036-04-01,Panadería,Sucursal Norte,Mayorista,205,46,15,Pasteles
2032-03-26,Carnes,Sucursal Norte,Corporativo,3334,15,0,Cerdo
2027-08-30,Alimentos,Sucursal Oeste,Mayorista,4533,27,10,Enlatados
2026-04-20,Bebidas,Sucursal Oeste,Cliente Ocasional,885,2,20,Café
2023-09-16,Alimentos,Sucursal Sur,Cliente Ocasional,4768,39,15,Frescos
2023-12-17,Carnes,Sucursal Centro,Corporativo,2458,22,15,Res
2035-03-29,Panadería,Sucursal Oeste,Cliente Ocasional,88,4,20,Galletas
2025-06-15,Panadería,Sucursal Oeste,Mayorista,4331,3,5,Galletas
2028-08-31,Panadería,Sucursal Este,Cliente Ocasional,1923,41,10,Pan
2036-03-30,Alimentos,Sucursal Este,Cliente Ocasional,676,11,10,Frescos
2026-05-25,Limpieza,Sucursal Sur,Cliente Ocasional,3437,2,20,Desinfectantes
2024-08-20,Panadería,Sucursal Centro,Mayorista,3880,44,15,Pasteles
2034-03-04,Lácteos,Sucursal Este,Cliente Frecuente,3027,10,0,Quesos
2032-10-19,Bebidas,Sucursal Oeste,Corporativo,3253,12,0,Té
2036-07-03,Panadería,Sucursal Norte,Mayorista,3778,28,0,Pasteles
2031-06-10,Limpieza,Sucursal Centro,Cliente Ocasional,1233,31,0,Esponjas
2023-04-02,Lácteos,Sucursal Oeste,Corporativo,476,37,5,Leche
2035-11-08,Lácteos,Sucursal Este,Cliente Ocasional,448,12,5,Yogurt
2036-01-06,Lácteos,Sucursal Norte,Corporativo,4602,36,10,Yogurt
2035-03-11,Bebidas,Sucursal Este,Corporativo,134,3,20,Refrescos
2033-09-23,Limpieza,Sucursal Centro,Cliente Frecuente,1596,40,5,Esponjas
2022-12-05,Bebidas,Sucursal Centro,Cliente Ocasional,339,13,20,Refrescos
2038-04-20,Panadería,Sucursal Este,Mayorista,1944,8,0,Pasteles
2025-01-03,Panadería,Sucursal Sur,Corporativo,589,41,20,Pasteles
2033-03-04,Panadería,Sucursal Norte,Mayorista,563,38,0,Pasteles
2024-06-11,Bebidas,Sucursal Sur,Cliente Ocasional,2050,1,5,Refrescos
2025-06-15,Lácteos,Sucursal Centro,Mayorista,4886,13,5,Leche
2022-02-17,Lácteos,Sucursal Este,Cliente Ocasional,4120,31,10,Quesos
2022-12-28,Limpieza,Sucursal Oeste,Cliente Ocasional,828,46,0,Detergentes
2037-10-08,Limpieza,Sucursal Norte,Corporativo,2077,44,5,Esponjas
2034-03-02,Carnes,Sucursal Sur,Cliente Frecuente,2737,32,10,Cerdo
2028-05-13,Bebidas,Sucursal Este,Cliente Frecuente,4327,48,5,Café
2032-05-28,Bebidas,Sucursal Este,Corporativo,743,20,15,Refrescos
2030-12-21,Lácteos,Sucursal Centro,Corporativo,4089,29,0,Leche
2032-01-16,Bebidas,Sucursal Este,Corporativo,4671,24,20,Café
2034-01-08,Lácteos,Sucursal Sur,Cliente Frecuente,1038,45,10,Yogurt
2026-05-18,Limpieza,Sucursal Oeste,Mayorista,4433,45,20,Desinfectantes
2027-11-16,Panadería,Sucursal Este,Corporativo,1217,28,10,Pasteles
2023-11-10,Carnes,Sucursal Norte,Cliente Ocasional,812,26,20,Cerdo
2024-07-29,Lácteos,Sucursal Centro,Cliente Ocasional,439,2,0,Leche
2022-01-08,Bebidas,Sucursal Oeste,Cliente Ocasional,4638,14,10,Café
2033-10-16,Lácteos,Sucursal Centro,Corporativo,4977,22,5,Leche
2032-09-04,Limpieza,Sucursal Norte,Mayorista,1074,32,15,Desinfectantes
2037-08-10,Carnes,Sucursal Oeste,Corporativo,3302,30,0,Res
2026-04-09,Limpieza,Sucursal Este,Cliente Ocasional,2711,35,10,Esponjas
2025-07-25,Lácteos,Sucursal Este,Cliente Ocasional,4606,5,10,Quesos
2030-09-10,Alimentos,Sucursal Este,Cliente Ocasional,2891,26,15,Congelados
2036-11-20,Carnes,Sucursal Oeste,Cliente Ocasional,4653,32,15,Res
2032-02-01,Alimentos,Sucursal Este,Corporativo,3606,1,10,Frescos
2025-07-23,Carnes,Sucursal Centro,Corporativo,2544,6,0,Pollo
2033-04-26,Panadería,Sucursal Este,Cliente Ocasional,336,32,5,Pan
2032-11-26,Bebidas,Sucursal Este,Mayorista,2687,1,20,Té
2035-04-27,Lácteos,Sucursal Centro,Cliente Ocasional,4341,31,10,Quesos
2032-07-10,Panadería,Sucursal Norte,Cliente Frecuente,4742,11,15,Pasteles
2025-02-16,Lácteos,Sucursal Centro,Mayorista,1644,4,10,Leche
2024-01-25,Limpieza,Sucursal Este,Mayorista,1208,22,15,Desinfectantes
2024-11-19,Limpieza,Sucursal Este,Mayorista,109,18,15,Esponjas
2037-06-19,Alimentos,Sucursal Norte,Mayorista,4307,39,15,Frescos
2030-10-12,Alimentos,Sucursal Sur,Mayorista,1566,26,10,Enlatados
2032-06-16,Carnes,Sucursal Oeste,Corporativo,2504,7,20,Cerdo
2026-03-09,Alimentos,Sucursal Norte,Cliente Frecuente,3959,24,10,Frescos
2029-01-30,Panadería,Sucursal Centro,Corporativo,1632,10,20,Pasteles
2035-02-05,Alimentos,Sucursal Sur,Cliente Ocasional,4746,33,20,Congelados
2025-12-08,Panadería,Sucursal Este,Corporativo,4755,12,15,Pasteles
2034-05-03,Panadería,Sucursal Norte,Corporativo,3872,30,15,Pasteles
2037-01-05,Lácteos,Sucursal Norte,Corporativo,1174,45,10,Quesos
2034-05-24,Bebidas,Sucursal Norte,Cliente Ocasional,4747,12,15,Refrescos
2038-05-17,Carnes,Sucursal Centro,Cliente Ocasional,2731,12,0,Pescado
2036-07-14,Bebidas,Sucursal Sur,Corporativo,3030,7,20,Refrescos
2034-08-02,Limpieza,Sucursal Oeste,Corporativo,302,21,0,Detergentes
2027-02-08,Carnes,Sucursal Norte,Cliente Ocasional,2899,36,15,Pollo
2032-11-20,Alimentos,Sucursal Centro,Cliente Frecuente,2983,36,5,Enlatados
2022-06-19,Panadería,Sucursal Este,Cliente Ocasional,3763,26,15,Galletas
2028-01-13,Panadería,Sucursal Este,Corporativo,4492,40,20,Pasteles
2022-07-03,Panadería,Sucursal Centro,Corporativo,2073,10,20,Pasteles
2029-09-13,Panadería,Sucursal Oeste,Corporativo,4760,30,10,Pan
2026-06-11,Carnes,Sucursal Oeste,Corporativo,2341,7,15,Cerdo
2033-04-06,Bebidas,Sucursal Oeste,Mayorista,2784,13,5,Refrescos
2033-01-23,Panadería,Sucursal Oeste,Corporativo,2716,27,0,Galletas
2022-03-24,Limpieza,Sucursal Este,Cliente Ocasional,1431,32,0,Desinfectantes
2032-03-26,Carnes,Sucursal Este,Cliente Frecuente,583,26,15,Res
2030-02-24,Lácteos,Sucursal Este,Corporativo,159,8,20,Yogurt
2031-05-28,Panadería,Sucursal Este,Cliente Ocasional,3492,42,15,Pasteles
2032-01-01,Carnes,Sucursal Oeste,Mayorista,2016,18,15,Pollo
2027-06-11,Bebidas,Sucursal Este,Cliente Ocasional,1512,34,15,Jugos
2038-03-10,Carnes,Sucursal Oeste,Corporativo,3068,48,10,Res
2026-12-25,Bebidas,Sucursal Centro,Cliente Ocasional,1100,37,15,Café
2030-12-15,Alimentos,Sucursal Centro,Corporativo,2590,38,5,Frescos
2027-06-11,Limpieza,Sucursal Oeste,Cliente Ocasional,436,29,0,Desinfectantes
2034-04-12,Carnes,Sucursal Este,Corporativo,2769,23,15,Res
2025-08-17,Carnes,Sucursal Norte,Mayorista,3439,28,15,Res
2026-12-09,Lácteos,Sucursal Norte,Cliente Ocasional,4494,3,10,Yogurt
2030-06-16,Bebidas,Sucursal Este,Cliente Frecuente,2084,7,0,Té
2025-10-15,Lácteos,Sucursal Este,Corporativo,4923,15,15,Quesos
2028-10-05,Alimentos,Sucursal Oeste,Mayorista,2869,19,5,Enlatados
2034-05-04,Limpieza,Sucursal Norte,Mayorista,1025,34,0,Desinfectantes
2034-05-27,Bebidas,Sucursal Oeste,Mayorista,2420,25,5,Café
2029-08-20,Alimentos,Sucursal Norte,Cliente Frecuente,4910,5,20,Enlatados
2031-04-27,Limpieza,Sucursal Centro,Cliente Frecuente,3033,42,20,Esponjas
2028-09-13,Panadería,Sucursal Centro,Corporativo,1429,28,10,Pasteles
2037-11-28,Panadería,Sucursal Sur,Mayorista,292,19,5,Pasteles
2026-10-28,Carnes,Sucursal Centro,Cliente Ocasional,1278,36,5,Pescado
2028-12-04,Alimentos,Sucursal Norte,Cliente Ocasional,91,15,15,Congelados
2036-01-21,Lácteos,Sucursal Centro,Cliente Frecuente,509,48,15,Leche
2025-03-22,Limpieza,Sucursal Este,Corporativo,4756,13,15,Esponjas
2036-05-04,Lácteos,Sucursal Sur,Corporativo,4388,1,0,Quesos
2023-05-31,Panadería,Sucursal Centro,Cliente Ocasional,845,13,0,Galletas
2038-03-22,Lácteos,Sucursal Centro,Corporativo,329,24,0,Yogurt
2036-09-14,Lácteos,Sucursal Centro,Cliente Frecuente,1960,6,15,Yogurt
2022-02-11,Panadería,Sucursal Este,Cliente Ocasional,4787,33,5,Pasteles
2032-02-23,Carnes,Sucursal Norte,Mayorista,1931,48,5,Cerdo
2022-10-01,Limpieza,Sucursal Oeste,Mayorista,3121,49,10,Desinfectantes
2026-10-04,Carnes,Sucursal Norte,Corporativo,2116,11,20,Res
2023-02-05,Bebidas,Sucursal Sur,Cliente Frecuente,4265,37,5,Refrescos
2024-02-21,Alimentos,Sucursal Este,Mayorista,1321,30,5,Enlatados
2028-11-17,Alimentos,Sucursal Norte,Mayorista,4476,15,10,Congelados
2022-11-22,Bebidas,Sucursal Norte,Corporativo,2926,4,5,Té
2030-12-12,Alimentos,Sucursal Norte,Mayorista,3559,21,10,Congelados
2034-12-15,Panadería,Sucursal Este,Corporativo,961,12,5,Galletas
2031-06-02,Panadería,Sucursal Centro,Cliente Ocasional,4567,47,5,Pan
2035-06-30,Lácteos,Sucursal Centro,Cliente Frecuente,2120,38,15,Yogurt
2035-04-14,Limpieza,Sucursal Este,Corporativo,453,3,10,Desinfectantes
2030-11-20,Lácteos,Sucursal Centro,Corporativo,909,43,15,Yogurt
2022-08-23,Bebidas,Sucursal Centro,Mayorista,1032,49,5,Café
2023-05-23,Alimentos,Sucursal Sur,Cliente Frecuente,2592,36,10,Enlatados
2033-06-28,Carnes,Sucursal Norte,Mayorista,2534,37,10,Pescado
2031-09-21,Lácteos,Sucursal Este,Corporativo,459,32,20,Quesos
2032-05-03,Carnes,Sucursal Centro,Cliente Frecuente,4414,13,5,Pollo
2026-09-02,Alimentos,Sucursal Sur,Mayorista,1316,33,5,Frescos
2037-11-03,Alimentos,Sucursal Centro,Corporativo,2542,5,5,Congelados
2026-01-27,Panadería,Sucursal Centro,Corporativo,3308,25,20,Pasteles
2026-06-28,Panadería,Sucursal Sur,Cliente Frecuente,978,35,5,Pasteles
2030-02-22,Carnes,Sucursal Norte,Cliente Frecuente,4616,1,5,Res
2035-07-26,Alimentos,Sucursal Sur,Cliente Frecuente,3573,30,20,Enlatados
2034-07-21,Carnes,Sucursal Norte,Corporativo,1559,31,20,Cerdo
2038-04-07,Bebidas,Sucursal Sur,Cliente Ocasional,524,24,5,Té
2022-02-22,Carnes,Sucursal Este,Cliente Ocasional,1613,9,0,Pescado
2037-02-16,Carnes,Sucursal Sur,Cliente Ocasional,2252,38,20,Pescado
2032-09-07,Bebidas,Sucursal Oeste,Corporativo,1106,46,10,Té
2027-06-30,Carnes,Sucursal Norte,Mayorista,4389,45,5,Pescado
2028-11-05,Alimentos,Sucursal Oeste,Mayorista,4645,38,15,Frescos
2024-12-08,Bebidas,Sucursal Norte,Mayorista,4991,35,15,Refrescos
2029-04-14,Lácteos,Sucursal Sur,Corporativo,656,8,15,Yogurt
2032-11-21,Panadería,Sucursal Norte,Cliente Frecuente,1311,41,0,Galletas
2027-05-31,Carnes,Sucursal Norte,Cliente Frecuente,863,38,5,Res
2025-04-20,Lácteos,Sucursal Sur,Corporativo,2959,8,10,Quesos
2029-04-10,Panadería,Sucursal Sur,Mayorista,986,27,5,Galletas
2031-01-14,Carnes,Sucursal Este,Corporativo,378,4,5,Res
2026-01-17,Alimentos,Sucursal Centro,Corporativo,2776,5,20,Frescos
